Test No.,
Title,
Tester,
Channel No.,1,2,3,4
Channel Name,Fx-1,Fy-1,Fz-1,Mark
Unit,N,N,N,
Number of data,1150,1150,1150,1150
maximum value,-0.01523,0.16349,1.67946,2
minimum value,-0.09039,0.08578,1.39911,0
0.000000,-0.07493,0.12454,1.49244,0
0.100000,-0.07468,0.11162,1.49231,0
0.200000,-0.06041,0.11188,1.46131,0
0.300000,-0.07518,0.13746,1.49258,0
0.400000,-0.07518,0.13746,1.49258,0
0.500000,-0.06066,0.12480,1.46145,0
0.600000,-0.06035,0.12472,1.49252,0
0.700000,-0.06060,0.13764,1.49265,0
0.800000,-0.07493,0.12454,1.49244,0
0.900000,-0.06035,0.12472,1.49252,0
1.000000,-0.06035,0.12472,1.49252,0
1.100000,-0.06066,0.12480,1.46145,0
1.200000,-0.06066,0.12480,1.46145,0
1.300000,-0.06035,0.12472,1.49252,0
1.400000,-0.06066,0.12480,1.46145,0
1.500000,-0.06010,0.11180,1.49239,0
1.600000,-0.04608,0.12499,1.46152,0
1.700000,-0.06041,0.11188,1.46131,0
1.800000,-0.06041,0.11188,1.46131,0
1.900000,-0.04608,0.12499,1.46152,0
2.000000,-0.06041,0.11188,1.46131,0
2.100000,-0.04577,0.12491,1.49260,0
2.200000,-0.07524,0.12461,1.46137,0
2.300000,-0.06066,0.12480,1.46145,0
2.400000,-0.04608,0.12499,1.46152,0
2.500000,-0.06091,0.13772,1.46158,0
2.600000,-0.06066,0.12480,1.46145,0
2.700000,-0.06091,0.13772,1.46158,0
2.800000,-0.06091,0.13772,1.46158,0
2.900000,-0.06041,0.11188,1.46131,0
3.000000,-0.06066,0.12480,1.46145,0
3.100000,-0.06066,0.12480,1.46145,0
3.200000,-0.06041,0.11188,1.46131,0
3.300000,-0.06041,0.11188,1.46131,0
3.400000,-0.06066,0.12480,1.46145,0
3.500000,-0.07530,0.11176,1.43016,0
3.600000,-0.06041,0.11188,1.46131,0
3.700000,-0.07499,0.11169,1.46124,0
3.800000,-0.06098,0.12487,1.43037,0
3.900000,-0.07524,0.12461,1.46137,0
4.000000,-0.06066,0.12480,1.46145,0
4.100000,-0.06072,0.11195,1.43024,0
4.200000,-0.07556,0.12468,1.43029,0
4.300000,-0.07499,0.11169,1.46124,0
4.400000,-0.06066,0.12480,1.46145,0
4.500000,-0.06066,0.12480,1.46145,0
4.600000,-0.06041,0.11188,1.46131,0
4.700000,-0.06098,0.12487,1.43037,0
