Test No.,
Title,
Tester,
Channel No.,1,2,3,4
Channel Name,Fx-1,Fy-1,Fz-1,Mark
Unit,N,N,N,
Number of data,234,234,234,234
maximum value,0.02248,0.15261,1.08899,2
minimum value,-0.03615,0.11347,0.96461,0
0.000000,-0.02214,0.15231,0.99582,0
0.100000,-0.00756,0.15249,0.99590,0
0.200000,-0.02188,0.13939,0.99569,0
0.300000,-0.02188,0.13939,0.99569,0
0.400000,-0.02214,0.15231,0.99582,0
0.500000,-0.02188,0.13939,0.99569,0
0.600000,-0.02188,0.13939,0.99569,0
0.700000,-0.02157,0.13931,1.02676,0
0.800000,-0.00730,0.13957,0.99576,0
0.900000,-0.02188,0.13939,0.99569,0
1.000000,-0.02220,0.13946,0.96461,0
1.100000,-0.02220,0.13946,0.96461,0
1.200000,-0.00699,0.13950,1.02684,0
1.300000,-0.02220,0.13946,0.96461,0
1.400000,-0.00730,0.13957,0.99576,0
1.500000,-0.02132,0.12639,1.02663,0
1.600000,-0.03615,0.13912,1.02669,0
1.700000,-0.02151,0.15216,1.05797,0
1.800000,-0.02188,0.13939,0.99569,0
1.900000,-0.02132,0.12639,1.02663,0
2.000000,-0.02188,0.13939,0.99569,0
2.100000,-0.02163,0.12647,0.99556,0
2.200000,-0.02157,0.13931,1.02676,0
2.300000,0.00784,0.12677,1.02678,0
2.400000,-0.00730,0.13957,0.99576,0
2.500000,-0.02126,0.13924,1.05784,0
2.600000,-0.02188,0.13939,0.99569,0
2.700000,-0.03590,0.12620,1.02655,0
2.800000,-0.02157,0.13931,1.02676,0
2.900000,-0.02188,0.13939,0.99569,0
3.000000,-0.00674,0.12658,1.02671,0
3.100000,-0.02163,0.12647,0.99556,0
3.200000,-0.02157,0.13931,1.02676,0
3.300000,-0.02157,0.13931,1.02676,0
3.400000,-0.00699,0.13950,1.02684,0
3.500000,-0.00699,0.13950,1.02684,0
3.600000,-0.00699,0.13950,1.02684,0
3.700000,-0.02157,0.13931,1.02676,0
3.800000,-0.00699,0.13950,1.02684,0
3.900000,-0.00699,0.13950,1.02684,0
4.000000,-0.02157,0.13931,1.02676,0
4.100000,-0.02107,0.11347,1.02650,0
4.200000,-0.00699,0.13950,1.02684,0
4.300000,-0.02126,0.13924,1.05784,0
4.400000,-0.00642,0.12651,1.05778,0
4.500000,-0.02126,0.13924,1.05784,0
4.600000,-0.00724,0.15242,1.02697,0
4.700000,0.00759,0.13969,1.02691,0
