Test No.,
Title,
Tester,
Channel No.,1,2,3,4
Channel Name,Fx-1,Fy-1,Fz-1,Mark
Unit,N,N,N,
Number of data,33,33,33,33
maximum value,0.02922,0.01330,0.03136,0
minimum value,-0.01458,-0.01292,-0.03113,0
0.000000,0.01458,0.00019,0.00008,0
0.100000,0.00025,-0.01292,-0.00013,0
0.200000,0.01483,-0.01273,-0.00006,0
0.300000,0.00031,-0.00007,0.03107,0
0.400000,0.01458,0.00019,0.00008,0
0.500000,0.00031,-0.00007,0.03107,0
0.600000,0.00000,0.00000,0.00000,0
0.700000,0.00000,0.00000,0.00000,0
0.800000,0.00031,-0.00007,0.03107,0
0.900000,0.01489,0.00011,0.03115,0
1.000000,0.00000,0.00000,0.00000,0
1.100000,-0.00025,0.01292,0.00013,0
1.200000,0.00000,0.00000,0.00000,0
1.300000,-0.01427,-0.00026,0.03100,0
1.400000,-0.00031,0.00007,-0.03107,0
1.500000,0.01464,0.01303,0.03128,0
1.600000,0.01433,0.01311,0.00021,0
1.700000,-0.01458,-0.00019,-0.00008,0
1.800000,0.01433,0.01311,0.00021,0
1.900000,-0.00031,0.00007,-0.03107,0
2.000000,0.01458,0.00019,0.00008,0
2.100000,0.02891,0.01330,0.00028,0
2.200000,0.01458,0.00019,0.00008,0
2.300000,0.01452,-0.01266,-0.03113,0
2.400000,0.01489,0.00011,0.03115,0
2.500000,0.01483,-0.01273,-0.00006,0
2.600000,0.01458,0.00019,0.00008,0
2.700000,0.01515,-0.01281,0.03102,0
2.800000,0.01458,0.00019,0.00008,0
2.900000,0.01483,-0.01273,-0.00006,0
3.000000,0.02922,0.01322,0.03136,0
3.100000,0.01483,-0.01273,-0.00006,0
3.200000,0.01515,-0.01281,0.03102,0
