Test No.,
Title,
Tester,
Channel No.,1,2,3,4
Channel Name,Fx-1,Fy-1,Fz-1,Mark
Unit,N,N,N,
Number of data,678,678,678,678
maximum value,-0.09095,0.06063,1.18062,1
minimum value,-0.14933,0.00820,1.05611,0
0.000000,-0.12073,0.02157,1.08719,0
0.100000,-0.12048,0.00865,1.08706,0
0.200000,-0.10615,0.02176,1.08726,0
0.300000,-0.12073,0.02157,1.08719,0
0.400000,-0.10615,0.02176,1.08726,0
0.500000,-0.10590,0.00884,1.08713,0
0.600000,-0.12099,0.03449,1.08732,0
0.700000,-0.12048,0.00865,1.08706,0
0.800000,-0.12067,0.03442,1.11839,0
0.900000,-0.10584,0.02168,1.11834,0
1.000000,-0.12042,0.02150,1.11826,0
1.100000,-0.12048,0.00865,1.08706,0
1.200000,-0.12105,0.02164,1.05611,0
1.300000,-0.10609,0.03460,1.11847,0
1.400000,-0.12073,0.02157,1.08719,0
1.500000,-0.10584,0.02168,1.11834,0
1.600000,-0.12099,0.03449,1.08732,0
1.700000,-0.10641,0.03468,1.08740,0
1.800000,-0.10615,0.02176,1.08726,0
1.900000,-0.12048,0.00865,1.08706,0
2.000000,-0.10615,0.02176,1.08726,0
2.100000,-0.10615,0.02176,1.08726,0
2.200000,-0.10615,0.02176,1.08726,0
2.300000,-0.10609,0.03460,1.11847,0
2.400000,-0.10615,0.02176,1.08726,0
2.500000,-0.10584,0.02168,1.11834,0
2.600000,-0.10615,0.02176,1.08726,0
2.700000,-0.10615,0.02176,1.08726,0
2.800000,-0.09126,0.02187,1.11841,0
2.900000,-0.10615,0.02176,1.08726,0
3.000000,-0.10641,0.03468,1.08740,0
3.100000,-0.10615,0.02176,1.08726,0
3.200000,-0.10672,0.03475,1.05632,0
3.300000,-0.10615,0.02176,1.08726,0
3.400000,-0.10615,0.02176,1.08726,0
3.500000,-0.09183,0.03487,1.08747,0
3.600000,-0.09183,0.03487,1.08747,0
3.700000,-0.10615,0.02176,1.08726,0
3.800000,-0.12048,0.00865,1.08706,0
3.900000,-0.10615,0.02176,1.08726,0
4.000000,-0.10672,0.03475,1.05632,0
4.100000,-0.10584,0.02168,1.11834,0
4.200000,-0.12099,0.03449,1.08732,0
4.300000,-0.10615,0.02176,1.08726,0
4.400000,-0.10641,0.03468,1.08740,0
4.500000,-0.10641,0.03468,1.08740,0
4.600000,-0.10641,0.03468,1.08740,0
4.700000,-0.10615,0.02176,1.08726,0
