Test No.,
Title,
Tester,
Channel No.,1,2,3,4
Channel Name,Fx-1,Fy-1,Fz-1,Mark
Unit,N,N,N,
Number of data,770,770,770,770
maximum value,0.00339,0.08945,0.46737,1
minimum value,-0.04141,0.03737,0.37351,0
0.000000,-0.02654,0.07622,0.40501,0
0.100000,-0.02654,0.07622,0.40501,0
0.200000,-0.02629,0.06330,0.40488,0
0.300000,-0.02654,0.07622,0.40501,0
0.400000,0.00283,0.06367,0.40503,0
0.500000,-0.01173,0.06348,0.40495,0
0.600000,-0.01198,0.07641,0.40508,0
0.700000,-0.02654,0.07622,0.40501,0
0.800000,-0.01198,0.07641,0.40508,0
0.900000,-0.02654,0.07622,0.40501,0
1.000000,-0.02654,0.07622,0.40501,0
1.100000,-0.02654,0.07622,0.40501,0
1.200000,-0.04110,0.07604,0.40493,0
1.300000,-0.02629,0.06330,0.40488,0
1.400000,-0.02629,0.06330,0.40488,0
1.500000,-0.02629,0.06330,0.40488,0
1.600000,-0.02654,0.07622,0.40501,0
1.700000,-0.02623,0.07615,0.43611,0
1.800000,-0.02629,0.06330,0.40488,0
1.900000,-0.01173,0.06348,0.40495,0
2.000000,-0.02654,0.07622,0.40501,0
2.100000,-0.02654,0.07622,0.40501,0
2.200000,-0.01173,0.06348,0.40495,0
2.300000,-0.02629,0.06330,0.40488,0
2.400000,-0.01230,0.07648,0.37398,0
2.500000,-0.01198,0.07641,0.40508,0
2.600000,-0.02572,0.05030,0.43585,0
2.700000,-0.01167,0.07634,0.43619,0
2.800000,-0.02654,0.07622,0.40501,0
2.900000,0.00283,0.06367,0.40503,0
3.000000,0.00289,0.07652,0.43626,0
3.100000,-0.01173,0.06348,0.40495,0
3.200000,-0.01173,0.06348,0.40495,0
3.300000,0.00314,0.06360,0.43613,0
3.400000,0.00314,0.06360,0.43613,0
3.500000,-0.02623,0.07615,0.43611,0
3.600000,-0.01198,0.07641,0.40508,0
3.700000,-0.01198,0.07641,0.40508,0
3.800000,-0.02660,0.06337,0.37377,0
3.900000,-0.02660,0.06337,0.37377,0
4.000000,-0.01167,0.07634,0.43619,0
4.100000,-0.01173,0.06348,0.40495,0
4.200000,-0.01173,0.06348,0.40495,0
4.300000,-0.01205,0.06356,0.37385,0
4.400000,-0.01198,0.07641,0.40508,0
4.500000,-0.02597,0.06322,0.43598,0
4.600000,-0.01167,0.07634,0.43619,0
4.700000,-0.02623,0.07615,0.43611,0
