Test No.,
Title,
Tester,
Channel No.,1,2,3,4
Channel Name,Fx-1,Fy-1,Fz-1,Mark
Unit,N,N,N,
Number of data,163,163,163,163
maximum value,0.06960,0.02387,1.18120,0
minimum value,0.02567,-0.02830,1.05669,0
0.000000,0.05491,0.01084,1.11905,0
0.100000,0.04004,0.02357,1.11910,0
0.200000,0.02593,-0.00246,1.11876,0
0.300000,0.04055,-0.00227,1.11884,0
0.400000,0.05517,-0.00208,1.11891,0
0.500000,0.04055,-0.00227,1.11884,0
0.600000,0.05491,0.01084,1.11905,0
0.700000,0.05485,-0.00201,1.08784,0
0.800000,0.03992,-0.00213,1.05669,0
0.900000,0.04055,-0.00227,1.11884,0
1.000000,0.02593,-0.00246,1.11876,0
1.100000,0.04055,-0.00227,1.11884,0
1.200000,0.05460,0.01091,1.08797,0
1.300000,0.05491,0.01084,1.11905,0
1.400000,0.04023,-0.00220,1.08776,0
1.500000,0.04029,0.01065,1.11897,0
1.600000,0.04023,-0.00220,1.08776,0
1.700000,0.02643,-0.02830,1.11850,0
1.800000,0.04055,-0.00227,1.11884,0
1.900000,0.04055,-0.00227,1.11884,0
2.000000,0.04023,-0.00220,1.08776,0
2.100000,0.04055,-0.00227,1.11884,0
2.200000,0.02593,-0.00246,1.11876,0
2.300000,0.04055,-0.00227,1.11884,0
2.400000,0.04055,-0.00227,1.11884,0
2.500000,0.05517,-0.00208,1.11891,0
2.600000,0.04023,-0.00220,1.08776,0
2.700000,0.05517,-0.00208,1.11891,0
2.800000,0.04080,-0.01519,1.11871,0
2.900000,0.04048,-0.01512,1.08763,0
3.000000,0.04023,-0.00220,1.08776,0
3.100000,0.04055,-0.00227,1.11884,0
3.200000,0.04055,-0.00227,1.11884,0
3.300000,0.04055,-0.00227,1.11884,0
3.400000,0.04055,-0.00227,1.11884,0
3.500000,0.04080,-0.01519,1.11871,0
3.600000,0.05510,-0.01493,1.08771,0
3.700000,0.05517,-0.00208,1.11891,0
3.800000,0.03992,-0.00213,1.05669,0
3.900000,0.05485,-0.00201,1.08784,0
4.000000,0.04055,-0.00227,1.11884,0
4.100000,0.04023,-0.00220,1.08776,0
4.200000,0.05517,-0.00208,1.11891,0
4.300000,0.05485,-0.00201,1.08784,0
4.400000,0.05517,-0.00208,1.11891,0
4.500000,0.05485,-0.00201,1.08784,0
4.600000,0.04055,-0.00227,1.11884,0
4.700000,0.05460,0.01091,1.08797,0
