Test No.,
Title,
Tester,
Channel No.,1,2,3,4
Channel Name,Fx-1,Fy-1,Fz-1,Mark
Unit,N,N,N,
Number of data,327,327,327,327
maximum value,0.03433,0.03789,0.59055,0
minimum value,-0.00979,-0.00144,0.46652,0
0.000000,0.00483,0.02459,0.52853,0
0.100000,0.00477,0.01174,0.49733,0
0.200000,0.00477,0.01174,0.49733,0
0.300000,0.00509,0.01167,0.52840,0
0.400000,0.00509,0.01167,0.52840,0
0.500000,0.01945,0.02478,0.52861,0
0.600000,0.01977,0.02470,0.55968,0
0.700000,0.00483,0.02459,0.52853,0
0.800000,0.00509,0.01167,0.52840,0
0.900000,0.00509,0.01167,0.52840,0
1.000000,0.01914,0.02485,0.49753,0
1.100000,0.01977,0.02470,0.55968,0
1.200000,0.01977,0.02470,0.55968,0
1.300000,0.00515,0.02451,0.55961,0
1.400000,0.00452,0.02466,0.49746,0
1.500000,0.00452,0.02466,0.49746,0
1.600000,0.01945,0.02478,0.52861,0
1.700000,0.01971,0.01186,0.52848,0
1.800000,0.01945,0.02478,0.52861,0
1.900000,0.01914,0.02485,0.49753,0
2.000000,0.01945,0.02478,0.52861,0
2.100000,0.01914,0.02485,0.49753,0
2.200000,0.00483,0.02459,0.52853,0
2.300000,0.00509,0.01167,0.52840,0
2.400000,0.01920,0.03770,0.52874,0
2.500000,0.00483,0.02459,0.52853,0
2.600000,0.00483,0.02459,0.52853,0
2.700000,0.00452,0.02466,0.49746,0
2.800000,0.00458,0.03751,0.52866,0
2.900000,0.00483,0.02459,0.52853,0
3.000000,0.00483,0.02459,0.52853,0
3.100000,0.01945,0.02478,0.52861,0
3.200000,0.00458,0.03751,0.52866,0
3.300000,0.00452,0.02466,0.49746,0
3.400000,0.00452,0.02466,0.49746,0
3.500000,0.00452,0.02466,0.49746,0
3.600000,0.00452,0.02466,0.49746,0
3.700000,0.00458,0.03751,0.52866,0
3.800000,0.00483,0.02459,0.52853,0
3.900000,0.00483,0.02459,0.52853,0
4.000000,0.00395,0.03766,0.46652,0
4.100000,0.01914,0.02485,0.49753,0
4.200000,0.00452,0.02466,0.49746,0
4.300000,0.01914,0.02485,0.49753,0
4.400000,0.00515,0.02451,0.55961,0
4.500000,0.00483,0.02459,0.52853,0
4.600000,0.03382,0.03789,0.52882,0
4.700000,0.01914,0.02485,0.49753,0
4.800000,0.01971,0.01186,0.52848,0
4.900000,0.00452,0.02466,0.49746,0
