Test No.,
Title,
Tester,
Channel No.,1,2,3,4
Channel Name,Fx-1,Fy-1,Fz-1,Mark
Unit,N,N,N,
Number of data,731,731,731,731
maximum value,-0.06536,0.03594,0.80754,2
minimum value,-0.13940,-0.01612,0.65216,0
0.000000,-0.09515,-0.00294,0.68311,0
0.100000,-0.09540,0.00998,0.68324,0
0.200000,-0.09515,-0.00294,0.68311,0
0.300000,-0.09540,0.00998,0.68324,0
0.400000,-0.08082,0.01017,0.68331,0
0.500000,-0.08082,0.01017,0.68331,0
0.600000,-0.09540,0.00998,0.68324,0
0.700000,-0.09540,0.00998,0.68324,0
0.800000,-0.09534,0.02283,0.71445,0
0.900000,-0.10998,0.00980,0.68316,0
1.000000,-0.08082,0.01017,0.68331,0
1.100000,-0.08051,0.01010,0.71439,0
1.200000,-0.09566,0.02290,0.68337,0
1.300000,-0.08082,0.01017,0.68331,0
1.400000,-0.09566,0.02290,0.68337,0
1.500000,-0.09534,0.02283,0.71445,0
1.600000,-0.08108,0.02309,0.68345,0
1.700000,-0.09534,0.02283,0.71445,1
1.800000,-0.08101,0.03594,0.71465,1
1.900000,-0.08101,0.03594,0.71465,1
2.000000,-0.08082,0.01017,0.68331,1
2.100000,-0.09540,0.00998,0.68324,1
2.200000,-0.09478,0.00984,0.74539,1
2.300000,-0.09572,0.01006,0.65216,1
2.400000,-0.09509,0.00991,0.71431,1
2.500000,-0.09515,-0.00294,0.68311,1
2.600000,-0.12482,0.02253,0.68322,1
2.700000,-0.09540,0.00998,0.68324,1
2.800000,-0.09540,0.00998,0.68324,1
2.900000,-0.10998,0.00980,0.68316,1
3.000000,-0.09540,0.00998,0.68324,1
3.100000,-0.09509,0.00991,0.71431,1
3.200000,-0.08051,0.01010,0.71439,1
3.300000,-0.09540,0.00998,0.68324,1
3.400000,-0.10967,0.00972,0.71424,1
3.500000,-0.09509,0.00991,0.71431,1
3.600000,-0.09534,0.02283,0.71445,1
3.700000,-0.09540,0.00998,0.68324,1
3.800000,-0.11024,0.02272,0.68329,1
3.900000,-0.11024,0.02272,0.68329,1
4.000000,-0.10967,0.00972,0.71424,1
4.100000,-0.09534,0.02283,0.71445,1
4.200000,-0.09534,0.02283,0.71445,1
4.300000,-0.11024,0.02272,0.68329,1
4.400000,-0.08051,0.01010,0.71439,1
4.500000,-0.09534,0.02283,0.71445,1
4.600000,-0.12482,0.02253,0.68322,1
4.700000,-0.09566,0.02290,0.68337,1
