Test No.,
Title,
Tester,
Channel No.,1,2,3,4
Channel Name,Fx-1,Fy-1,Fz-1,Mark
Unit,N,N,N,
Number of data,863,863,863,863
maximum value,0.01521,0.02558,0.09315,0
minimum value,-0.04343,-0.02629,-0.00042,0
0.000000,-0.01427,-0.00026,0.03100,0
0.100000,-0.02878,0.01240,0.06213,0
0.200000,-0.02885,-0.00045,0.03092,0
0.300000,-0.02885,-0.00045,0.03092,0
0.400000,-0.01395,-0.00034,0.06207,0
0.500000,-0.01427,-0.00026,0.03100,0
0.600000,-0.02853,-0.00052,0.06200,0
0.700000,-0.02885,-0.00045,0.03092,0
0.800000,-0.02910,0.01247,0.03105,0
0.900000,-0.01427,-0.00026,0.03100,0
1.000000,-0.02885,-0.00045,0.03092,0
1.100000,-0.02885,-0.00045,0.03092,0
1.200000,-0.02885,-0.00045,0.03092,0
1.300000,-0.02853,-0.00052,0.06200,0
1.400000,-0.02885,-0.00045,0.03092,0
1.500000,-0.01370,-0.01326,0.06194,0
1.600000,-0.02885,-0.00045,0.03092,0
1.700000,-0.04343,-0.00064,0.03085,0
1.800000,-0.02885,-0.00045,0.03092,0
1.900000,-0.02916,-0.00038,-0.00015,0
2.000000,-0.01452,0.01266,0.03113,0
2.100000,-0.02885,-0.00045,0.03092,0
2.200000,-0.02885,-0.00045,0.03092,0
2.300000,-0.01427,-0.00026,0.03100,0
2.400000,-0.01395,-0.00034,0.06207,0
2.500000,-0.01395,-0.00034,0.06207,0
2.600000,-0.02853,-0.00052,0.06200,0
2.700000,-0.01427,-0.00026,0.03100,0
2.800000,-0.01395,-0.00034,0.06207,0
2.900000,-0.01427,-0.00026,0.03100,0
3.000000,-0.02885,-0.00045,0.03092,0
3.100000,-0.01427,-0.00026,0.03100,0
3.200000,-0.02885,-0.00045,0.03092,0
3.300000,-0.01427,-0.00026,0.03100,0
3.400000,-0.02853,-0.00052,0.06200,0
3.500000,-0.01427,-0.00026,0.03100,0
3.600000,-0.02853,-0.00052,0.06200,0
3.700000,0.00063,-0.00015,0.06215,0
3.800000,-0.02885,-0.00045,0.03092,0
3.900000,-0.04286,-0.01363,0.06179,0
4.000000,-0.02822,-0.00060,0.09307,0
4.100000,-0.02853,-0.00052,0.06200,0
4.200000,-0.02885,-0.00045,0.03092,0
4.300000,-0.02853,-0.00052,0.06200,0
4.400000,-0.02853,-0.00052,0.06200,0
4.500000,-0.01427,-0.00026,0.03100,0
