Test No.,
Title,
Tester,
Channel No.,1,2,3,4
Channel Name,Fx-1,Fy-1,Fz-1,Mark
Unit,N,N,N,
Number of data,62,62,62,62
maximum value,0.05787,0.02272,1.42972,1
minimum value,-0.00070,-0.01623,1.36728,0
0.000000,0.01413,-0.00331,1.39836,0
0.100000,0.01438,-0.01623,1.39822,0
0.200000,0.02871,-0.00312,1.39843,0
0.300000,0.01382,-0.00324,1.36728,0
0.400000,0.02877,0.00972,1.42964,0
0.500000,0.01413,-0.00331,1.39836,0
0.600000,-0.00070,0.00942,1.39841,0
0.700000,0.01413,-0.00331,1.39836,0
0.800000,0.01419,0.00953,1.42956,0
0.900000,0.01388,0.00961,1.39849,0
1.000000,-0.00045,-0.00350,1.39828,0
1.100000,0.01413,-0.00331,1.39836,0
1.200000,0.02877,0.00972,1.42964,0
1.300000,0.01445,-0.00339,1.42943,1
1.400000,0.01445,-0.00339,1.42943,1
1.500000,0.01413,-0.00331,1.39836,1
1.600000,0.02846,0.00980,1.39856,1
1.700000,0.01413,-0.00331,1.39836,1
1.800000,0.01413,-0.00331,1.39836,1
1.900000,0.01388,0.00961,1.39849,1
2.000000,0.02846,0.00980,1.39856,1
2.100000,0.01388,0.00961,1.39849,1
2.200000,0.02846,0.00980,1.39856,1
2.300000,0.02846,0.00980,1.39856,1
2.400000,0.01419,0.00953,1.42956,1
2.500000,0.01357,0.00968,1.36741,1
2.600000,0.02846,0.00980,1.39856,1
2.700000,0.02846,0.00980,1.39856,1
2.800000,0.01413,-0.00331,1.39836,1
2.900000,0.02846,0.00980,1.39856,1
3.000000,0.02846,0.00980,1.39856,1
3.100000,0.04304,0.00998,1.39864,1
3.200000,0.02871,-0.00312,1.39843,1
3.300000,0.01357,0.00968,1.36741,1
3.400000,0.02846,0.00980,1.39856,1
3.500000,0.01413,-0.00331,1.39836,1
3.600000,0.02846,0.00980,1.39856,1
3.700000,0.02846,0.00980,1.39856,1
3.800000,0.02846,0.00980,1.39856,1
3.900000,0.02871,-0.00312,1.39843,1
4.000000,0.02846,0.00980,1.39856,1
4.100000,0.02871,-0.00312,1.39843,1
4.200000,0.02846,0.00980,1.39856,1
4.300000,0.01413,-0.00331,1.39836,1
4.400000,0.02846,0.00980,1.39856,1
4.500000,0.02840,-0.00305,1.36736,1
4.600000,0.02840,-0.00305,1.36736,1
4.700000,0.05787,-0.00275,1.39859,1
4.800000,0.02871,-0.00312,1.39843,1
4.900000,0.01413,-0.00331,1.39836,1
5.000000,0.01438,-0.01623,1.39822,1
5.100000,0.04335,0.00991,1.42972,1
5.200000,0.01419,0.00953,1.42956,1
5.300000,0.02871,-0.00312,1.39843,1
5.400000,0.02846,0.00980,1.39856,1
5.500000,0.02846,0.00980,1.39856,1
5.600000,0.02846,0.00980,1.39856,1
5.700000,0.02871,-0.00312,1.39843,1
5.800000,0.02846,0.00980,1.39856,1
5.900000,0.02821,0.02272,1.39870,1
6.000000,0.01388,0.00961,1.39849,1
6.100000,0.02846,0.00980,1.39856,1
