Test No.,
Title,
Tester,
Channel No.,1,2,3,4
Channel Name,Fx-1,Fy-1,Fz-1,Mark
Unit,N,N,N,
Number of data,333,333,333,333
maximum value,0.02004,0.11440,0.77750,2
minimum value,-0.03891,0.06227,0.65326,0
0.000000,-0.02402,0.08844,0.68441,0
0.100000,-0.02376,0.07552,0.68428,0
0.200000,-0.02370,0.08837,0.71549,0
0.300000,-0.00918,0.07571,0.68436,0
0.400000,-0.02345,0.07545,0.71536,0
0.500000,-0.03803,0.07526,0.71528,0
0.600000,-0.02370,0.08837,0.71549,0
0.700000,-0.03828,0.08818,0.71541,0
0.800000,-0.02314,0.07538,0.74643,0
0.900000,-0.03828,0.08818,0.71541,0
1.000000,-0.02370,0.08837,0.71549,0
1.100000,-0.02314,0.07538,0.74643,0
1.200000,-0.02339,0.08830,0.74656,0
1.300000,-0.02370,0.08837,0.71549,0
1.400000,-0.02370,0.08837,0.71549,0
1.500000,-0.02345,0.07545,0.71536,0
1.600000,-0.00856,0.07556,0.74651,0
1.700000,-0.02314,0.07538,0.74643,0
1.800000,-0.03772,0.07519,0.74635,0
1.900000,-0.02314,0.07538,0.74643,0
2.000000,-0.00881,0.08848,0.74664,0
2.100000,-0.02376,0.07552,0.68428,0
2.200000,-0.00856,0.07556,0.74651,0
2.300000,-0.02339,0.08830,0.74656,0
2.400000,-0.02288,0.06246,0.74630,0
2.500000,-0.02339,0.08830,0.74656,1
2.600000,-0.00912,0.08856,0.71556,1
2.700000,-0.03772,0.07519,0.74635,1
2.800000,-0.02339,0.08830,0.74656,1
2.900000,-0.00912,0.08856,0.71556,1
3.000000,0.00602,0.07575,0.74658,1
3.100000,-0.00856,0.07556,0.74651,1
3.200000,-0.00912,0.08856,0.71556,1
3.300000,-0.02339,0.08830,0.74656,1
3.400000,-0.02345,0.07545,0.71536,1
3.500000,0.00602,0.07575,0.74658,1
3.600000,-0.00856,0.07556,0.74651,1
3.700000,-0.00856,0.07556,0.74651,1
3.800000,-0.02339,0.08830,0.74656,1
3.900000,0.00602,0.07575,0.74658,1
4.000000,-0.00906,0.10140,0.74677,1
4.100000,-0.02282,0.07530,0.77750,1
4.200000,-0.03772,0.07519,0.74635,1
4.300000,-0.02314,0.07538,0.74643,1
4.400000,-0.00881,0.08848,0.74664,1
4.500000,-0.02339,0.08830,0.74656,1
4.600000,-0.02370,0.08837,0.71549,1
4.700000,-0.02345,0.07545,0.71536,1
