Test No.,
Title,
Tester,
Channel No.,1,2,3,4
Channel Name,Fx-1,Fy-1,Fz-1,Mark
Unit,N,N,N,
Number of data,211,211,211,211
maximum value,0.04857,0.02511,0.52840,0
minimum value,-0.00991,-0.02702,0.43491,0
0.000000,0.03395,-0.00073,0.46627,0
0.100000,0.01902,-0.00084,0.43512,0
0.200000,0.03395,-0.00073,0.46627,0
0.300000,0.03426,-0.00080,0.49735,0
0.400000,0.01908,0.01200,0.46633,0
0.500000,0.03426,-0.00080,0.49735,0
0.600000,0.01933,-0.00092,0.46620,0
0.700000,0.01908,0.01200,0.46633,0
0.800000,0.01933,-0.00092,0.46620,0
0.900000,0.01933,-0.00092,0.46620,0
1.000000,0.01902,-0.00084,0.43512,0
1.100000,0.01958,-0.01384,0.46606,0
1.200000,0.01964,-0.00099,0.49727,0
1.300000,0.03395,-0.00073,0.46627,0
1.400000,0.01933,-0.00092,0.46620,0
1.500000,0.01958,-0.01384,0.46606,0
1.600000,0.01933,-0.00092,0.46620,0
1.700000,0.01908,0.01200,0.46633,0
1.800000,0.01902,-0.00084,0.43512,0
1.900000,0.01964,-0.00099,0.49727,0
2.000000,0.03395,-0.00073,0.46627,0
2.100000,0.03395,-0.00073,0.46627,0
2.200000,0.03395,-0.00073,0.46627,0
2.300000,0.01933,-0.00092,0.46620,0
2.400000,0.01933,-0.00092,0.46620,0
2.500000,0.03345,0.02511,0.46654,0
2.600000,0.01933,-0.00092,0.46620,0
2.700000,0.03370,0.01219,0.46640,0
2.800000,0.01964,-0.00099,0.49727,0
2.900000,0.01933,-0.00092,0.46620,0
3.000000,0.03370,0.01219,0.46640,0
3.100000,0.01908,0.01200,0.46633,0
3.200000,0.03395,-0.00073,0.46627,0
3.300000,0.01958,-0.01384,0.46606,0
3.400000,0.03395,-0.00073,0.46627,0
3.500000,0.03395,-0.00073,0.46627,0
3.600000,0.04832,0.01238,0.46648,0
3.700000,0.01902,-0.00084,0.43512,0
3.800000,0.01933,-0.00092,0.46620,0
3.900000,0.01933,-0.00092,0.46620,0
4.000000,0.04857,-0.00054,0.46635,0
4.100000,0.03364,-0.00065,0.43520,0
4.200000,0.01908,0.01200,0.46633,0
4.300000,0.01933,-0.00092,0.46620,0
4.400000,0.01902,-0.00084,0.43512,0
4.500000,0.03426,-0.00080,0.49735,0
4.600000,0.03395,-0.00073,0.46627,0
4.700000,0.01933,-0.00092,0.46620,0
