Test No.,
Title,
Tester,
Channel No.,1,2,3,4
Channel Name,Fx-1,Fy-1,Fz-1,Mark
Unit,N,N,N,
Number of data,1010,1010,1010,1010
maximum value,0.01728,-0.00052,0.24852,1
minimum value,-0.07020,-0.05276,0.15475,0
0.000000,-0.01188,-0.02654,0.21718,0
0.100000,-0.02646,-0.02673,0.21711,0
0.200000,-0.01188,-0.02654,0.21718,0
0.300000,-0.02677,-0.02666,0.18603,0
0.400000,-0.02646,-0.02673,0.21711,0
0.500000,-0.02621,-0.03965,0.21697,0
0.600000,-0.02646,-0.02673,0.21711,0
0.700000,-0.02621,-0.03965,0.21697,0
0.800000,-0.02621,-0.03965,0.21697,0
0.900000,-0.01156,-0.02662,0.24826,0
1.000000,-0.02621,-0.03965,0.21697,0
1.100000,-0.02614,-0.02680,0.24818,0
1.200000,-0.01163,-0.03946,0.21705,0
1.300000,0.00295,-0.03927,0.21713,0
1.400000,-0.02621,-0.03965,0.21697,0
1.500000,-0.01188,-0.02654,0.21718,0
1.600000,-0.02621,-0.03965,0.21697,0
1.700000,-0.02677,-0.02666,0.18603,0
1.800000,-0.02621,-0.03965,0.21697,0
1.900000,-0.01163,-0.03946,0.21705,0
2.000000,-0.01163,-0.03946,0.21705,0
2.100000,-0.04104,-0.02692,0.21703,0
2.200000,-0.04104,-0.02692,0.21703,0
2.300000,-0.02646,-0.02673,0.21711,0
2.400000,0.00270,-0.02635,0.21726,0
2.500000,-0.01156,-0.02662,0.24826,0
2.600000,-0.02646,-0.02673,0.21711,0
2.700000,-0.02621,-0.03965,0.21697,0
2.800000,-0.01156,-0.02662,0.24826,0
2.900000,-0.01156,-0.02662,0.24826,0
3.000000,-0.01188,-0.02654,0.21718,0
3.100000,-0.02646,-0.02673,0.21711,0
3.200000,-0.01188,-0.02654,0.21718,0
3.300000,-0.01213,-0.01362,0.21731,0
3.400000,-0.02646,-0.02673,0.21711,0
3.500000,-0.02671,-0.01381,0.21724,0
3.600000,-0.02640,-0.01388,0.24831,0
3.700000,-0.02646,-0.02673,0.21711,0
3.800000,-0.02702,-0.01374,0.18616,0
3.900000,-0.02702,-0.01374,0.18616,0
4.000000,-0.02640,-0.01388,0.24831,0
4.100000,-0.02614,-0.02680,0.24818,0
4.200000,-0.02640,-0.01388,0.24831,0
4.300000,-0.01207,-0.00078,0.24852,0
4.400000,-0.02646,-0.02673,0.21711,0
4.500000,-0.02614,-0.02680,0.24818,0
