Test No.,
Title,
Tester,
Channel No.,1,2,3,4
Channel Name,Fx-1,Fy-1,Fz-1,Mark
Unit,N,N,N,
Number of data,91,91,91,91
maximum value,0.01577,0.01270,0.12435,0
minimum value,-0.02885,-0.02617,0.03092,0
0.000000,0.00069,0.01270,0.09336,0
0.100000,0.00063,-0.00015,0.06215,0
0.200000,0.00088,-0.01307,0.06202,0
0.300000,0.01577,-0.01295,0.09317,0
0.400000,0.00119,-0.01314,0.09309,0
0.500000,0.00094,-0.00022,0.09322,0
0.600000,0.00094,-0.00022,0.09322,0
0.700000,-0.01339,-0.01333,0.09302,0
0.800000,0.01552,-0.00003,0.09330,0
0.900000,0.00063,-0.00015,0.06215,0
1.000000,0.00069,0.01270,0.09336,0
1.100000,0.00063,-0.00015,0.06215,0
1.200000,0.00063,-0.00015,0.06215,0
1.300000,0.00063,-0.00015,0.06215,0
1.400000,0.01521,0.00004,0.06223,0
1.500000,0.01552,-0.00003,0.09330,0
1.600000,0.00088,-0.01307,0.06202,0
1.700000,0.00094,-0.00022,0.09322,0
1.800000,0.01546,-0.01288,0.06209,0
1.900000,0.01546,-0.01288,0.06209,0
2.000000,0.00057,-0.01299,0.03094,0
2.100000,0.00094,-0.00022,0.09322,0
2.200000,0.01546,-0.01288,0.06209,0
2.300000,0.00088,-0.01307,0.06202,0
2.400000,0.00088,-0.01307,0.06202,0
2.500000,-0.01370,-0.01326,0.06194,0
2.600000,-0.01364,-0.00041,0.09315,0
2.700000,-0.02822,-0.00060,0.09307,0
2.800000,0.00063,-0.00015,0.06215,0
2.900000,0.00119,-0.01314,0.09309,0
3.000000,0.00088,-0.01307,0.06202,0
3.100000,-0.01364,-0.00041,0.09315,0
3.200000,0.00126,-0.00029,0.12430,0
3.300000,-0.01332,-0.00048,0.12422,0
3.400000,0.00088,-0.01307,0.06202,0
3.500000,0.00063,-0.00015,0.06215,0
3.600000,0.01552,-0.00003,0.09330,0
3.700000,0.00094,-0.00022,0.09322,0
3.800000,-0.01395,-0.00034,0.06207,0
3.900000,-0.01395,-0.00034,0.06207,0
4.000000,0.00088,-0.01307,0.06202,0
4.100000,-0.01345,-0.02617,0.06181,0
4.200000,0.00119,-0.01314,0.09309,0
4.300000,-0.01370,-0.01326,0.06194,0
4.400000,-0.01339,-0.01333,0.09302,0
4.500000,0.01521,0.00004,0.06223,0
4.600000,-0.01364,-0.00041,0.09315,0
4.700000,0.00057,-0.01299,0.03094,0
4.800000,0.00094,-0.00022,0.09322,0
4.900000,-0.01339,-0.01333,0.09302,0
5.000000,-0.01364,-0.00041,0.09315,0
5.100000,-0.02797,-0.01352,0.09294,0
5.200000,-0.01395,-0.00034,0.06207,0
5.300000,-0.01370,-0.01326,0.06194,0
5.400000,-0.01364,-0.00041,0.09315,0
5.500000,-0.01364,-0.00041,0.09315,0
5.600000,0.00119,-0.01314,0.09309,0
5.700000,-0.01389,0.01251,0.09328,0
5.800000,0.00094,-0.00022,0.09322,0
5.900000,-0.02828,-0.01344,0.06186,0
6.000000,0.00069,0.01270,0.09336,0
6.100000,-0.01364,-0.00041,0.09315,0
6.200000,-0.01364,-0.00041,0.09315,0
6.300000,-0.01332,-0.00048,0.12422,0
6.400000,-0.02847,0.01232,0.09320,0
6.500000,-0.01358,0.01244,0.12435,0
6.600000,-0.01364,-0.00041,0.09315,0
6.700000,-0.02822,-0.00060,0.09307,0
6.800000,-0.02822,-0.00060,0.09307,0
6.900000,-0.01339,-0.01333,0.09302,0
7.000000,-0.02847,0.01232,0.09320,0
7.100000,-0.02822,-0.00060,0.09307,0
7.200000,-0.02885,-0.00045,0.03092,0
7.300000,-0.02853,-0.00052,0.06200,0
7.400000,-0.02878,0.01240,0.06213,0
7.500000,-0.01364,-0.00041,0.09315,0
7.600000,-0.01420,0.01258,0.06220,0
7.700000,-0.01339,-0.01333,0.09302,0
7.800000,-0.02853,-0.00052,0.06200,0
7.900000,-0.01364,-0.00041,0.09315,0
8.000000,-0.02822,-0.00060,0.09307,0
8.100000,-0.01364,-0.00041,0.09315,0
8.200000,-0.01364,-0.00041,0.09315,0
8.300000,-0.02828,-0.01344,0.06186,0
8.400000,-0.01364,-0.00041,0.09315,0
8.500000,-0.01364,-0.00041,0.09315,0
8.600000,-0.01395,-0.00034,0.06207,0
8.700000,-0.01395,-0.00034,0.06207,0
8.800000,-0.01395,-0.00034,0.06207,0
8.900000,-0.01395,-0.00034,0.06207,0
9.000000,-0.02822,-0.00060,0.09307,0
