Test No.,
Title,
Tester,
Channel No.,1,2,3,4
Channel Name,Fx-1,Fy-1,Fz-1,Mark
Unit,N,N,N,
Number of data,141,141,141,141
maximum value,-0.10043,0.02397,0.21704,0
minimum value,-0.14448,-0.00225,0.09267,0
0.000000,-0.10080,-0.00161,0.12376,0
0.100000,-0.10049,-0.00168,0.15484,0
0.200000,-0.10049,-0.00168,0.15484,0
0.300000,-0.10074,0.01123,0.15497,0
0.400000,-0.10080,-0.00161,0.12376,0
0.500000,-0.10074,0.01123,0.15497,0
0.600000,-0.10074,0.01123,0.15497,0
0.700000,-0.11532,0.01105,0.15489,0
0.800000,-0.11507,-0.00187,0.15476,0
0.900000,-0.10049,-0.00168,0.15484,0
1.000000,-0.11507,-0.00187,0.15476,0
1.100000,-0.10043,0.01116,0.18605,0
1.200000,-0.11507,-0.00187,0.15476,0
1.300000,-0.11558,0.02397,0.15503,0
1.400000,-0.11532,0.01105,0.15489,0
1.500000,-0.12965,-0.00206,0.15469,0
1.600000,-0.11501,0.01097,0.18597,0
1.700000,-0.12990,0.01086,0.15482,0
1.800000,-0.11507,-0.00187,0.15476,0
1.900000,-0.11476,-0.00195,0.18584,0
2.000000,-0.12990,0.01086,0.15482,0
2.100000,-0.14423,-0.00225,0.15461,0
2.200000,-0.11558,0.02397,0.15503,0
2.300000,-0.11558,0.02397,0.15503,0
2.400000,-0.11532,0.01105,0.15489,0
2.500000,-0.12990,0.01086,0.15482,0
2.600000,-0.11532,0.01105,0.15489,0
2.700000,-0.12990,0.01086,0.15482,0
2.800000,-0.12990,0.01086,0.15482,0
2.900000,-0.13053,0.01101,0.09267,0
3.000000,-0.11532,0.01105,0.15489,0
3.100000,-0.12990,0.01086,0.15482,0
3.200000,-0.12990,0.01086,0.15482,0
3.300000,-0.11532,0.01105,0.15489,0
3.400000,-0.12990,0.01086,0.15482,0
3.500000,-0.12965,-0.00206,0.15469,0
3.600000,-0.12990,0.01086,0.15482,0
3.700000,-0.12990,0.01086,0.15482,0
3.800000,-0.12990,0.01086,0.15482,0
3.900000,-0.13047,0.02385,0.12388,0
4.000000,-0.12990,0.01086,0.15482,0
4.100000,-0.12990,0.01086,0.15482,0
4.200000,-0.12990,0.01086,0.15482,0
4.300000,-0.12990,0.01086,0.15482,0
4.400000,-0.11564,0.01112,0.12382,0
4.500000,-0.13016,0.02378,0.15495,0
4.600000,-0.13016,0.02378,0.15495,0
