Test No.,
Title,
Tester,
Channel No.,1,2,3,4
Channel Name,Fx-1,Fy-1,Fz-1,Mark
Unit,N,N,N,
Number of data,571,571,571,571
maximum value,-0.01113,0.08877,0.49763,1
minimum value,-0.08478,-0.04036,0.18567,0
0.000000,-0.05537,-0.04003,0.21682,0
0.100000,-0.06995,-0.04021,0.21674,0
0.200000,-0.06988,-0.02737,0.24795,0
0.300000,-0.05562,-0.02711,0.21695,0
0.400000,-0.05537,-0.04003,0.21682,0
0.500000,-0.06995,-0.04021,0.21674,0
0.600000,-0.05562,-0.02711,0.21695,0
0.700000,-0.06995,-0.04021,0.21674,0
0.800000,-0.05505,-0.04010,0.24789,0
0.900000,-0.06963,-0.04029,0.24782,0
1.000000,-0.06995,-0.04021,0.21674,0
1.100000,-0.06988,-0.02737,0.24795,0
1.200000,-0.05562,-0.02711,0.21695,0
1.300000,-0.04104,-0.02692,0.21703,0
1.400000,-0.07020,-0.02730,0.21688,0
1.500000,-0.07020,-0.02730,0.21688,0
1.600000,-0.05537,-0.04003,0.21682,0
1.700000,-0.05562,-0.02711,0.21695,0
1.800000,-0.05537,-0.04003,0.21682,0
1.900000,-0.07020,-0.02730,0.21688,0
2.000000,-0.05537,-0.04003,0.21682,0
2.100000,-0.07020,-0.02730,0.21688,0
2.200000,-0.05530,-0.02718,0.24803,0
2.300000,-0.05562,-0.02711,0.21695,0
2.400000,-0.04104,-0.02692,0.21703,0
2.500000,-0.05562,-0.02711,0.21695,0
2.600000,-0.07020,-0.02730,0.21688,0
2.700000,-0.05537,-0.04003,0.21682,0
2.800000,-0.06988,-0.02737,0.24795,0
2.900000,-0.07020,-0.02730,0.21688,0
3.000000,-0.07020,-0.02730,0.21688,0
3.100000,-0.05562,-0.02711,0.21695,0
3.200000,-0.07045,-0.01438,0.21701,0
3.300000,-0.05562,-0.02711,0.21695,0
3.400000,-0.06988,-0.02737,0.24795,0
3.500000,-0.07020,-0.02730,0.21688,0
3.600000,-0.04104,-0.02692,0.21703,0
3.700000,-0.05562,-0.02711,0.21695,0
3.800000,-0.05562,-0.02711,0.21695,0
3.900000,-0.05562,-0.02711,0.21695,0
4.000000,-0.05530,-0.02718,0.24803,0
4.100000,-0.04104,-0.02692,0.21703,0
4.200000,-0.05530,-0.02718,0.24803,0
4.300000,-0.05562,-0.02711,0.21695,0
4.400000,-0.05593,-0.02703,0.18588,0
4.500000,-0.04104,-0.02692,0.21703,0
