Test No.,
Title,
Tester,
Channel No.,1,2,3,4
Channel Name,Fx-1,Fy-1,Fz-1,Mark
Unit,N,N,N,
Number of data,365,365,365,365
maximum value,-0.08556,0.03723,0.15503,0
minimum value,-0.14369,-0.01471,0.06161,0
0.000000,-0.08607,0.02443,0.12399,0
0.100000,-0.10054,0.02424,0.12391,0
0.200000,-0.10116,0.02439,0.06182,0
0.300000,-0.09997,0.01125,0.15482,0
0.400000,-0.10060,0.01139,0.09273,0
0.500000,-0.10060,0.01139,0.09273,0
0.600000,-0.10085,0.02431,0.09287,0
0.700000,-0.08613,0.01158,0.09281,0
0.800000,-0.10060,0.01139,0.09273,0
0.900000,-0.10060,0.01139,0.09273,0
1.000000,-0.10060,0.01139,0.09273,0
1.100000,-0.09997,0.01125,0.15482,0
1.200000,-0.10060,0.01139,0.09273,0
1.300000,-0.10060,0.01139,0.09273,0
1.400000,-0.10029,0.01132,0.12378,0
1.500000,-0.10060,0.01139,0.09273,0
1.600000,-0.11450,-0.00179,0.12357,0
1.700000,-0.10029,0.01132,0.12378,0
1.800000,-0.10060,0.01139,0.09273,0
1.900000,-0.10035,-0.00153,0.09260,0
2.000000,-0.11507,0.01121,0.09266,0
2.100000,-0.12929,-0.00190,0.09245,0
2.200000,-0.11450,-0.00179,0.12357,0
2.300000,-0.10060,0.01139,0.09273,0
2.400000,-0.10060,0.01139,0.09273,0
2.500000,-0.11450,-0.00179,0.12357,0
2.600000,-0.10060,0.01139,0.09273,0
2.700000,-0.10060,0.01139,0.09273,0
2.800000,-0.08556,-0.00141,0.12372,0
2.900000,-0.10060,0.01139,0.09273,0
3.000000,-0.10035,-0.00153,0.09260,0
3.100000,-0.10060,0.01139,0.09273,0
3.200000,-0.10060,0.01139,0.09273,0
3.300000,-0.10060,0.01139,0.09273,0
3.400000,-0.08613,0.01158,0.09281,0
3.500000,-0.10029,0.01132,0.12378,0
3.600000,-0.10085,0.02431,0.09287,0
3.700000,-0.10054,0.02424,0.12391,0
3.800000,-0.10029,0.01132,0.12378,0
3.900000,-0.08638,0.02450,0.09294,0
4.000000,-0.08613,0.01158,0.09281,0
4.100000,-0.08607,0.02443,0.12399,0
4.200000,-0.11450,-0.00179,0.12357,0
4.300000,-0.11507,0.01121,0.09266,0
4.400000,-0.10029,0.01132,0.12378,0
4.500000,-0.10060,0.01139,0.09273,0
4.600000,-0.10029,0.01132,0.12378,0
4.700000,-0.10029,0.01132,0.12378,0
