Test No.,
Title,
Tester,
Channel No.,1,2,3,4
Channel Name,Fx-1,Fy-1,Fz-1,Mark
Unit,N,N,N,
Number of data,201,201,201,201
maximum value,-0.07103,0.02461,0.15497,0
minimum value,-0.11532,-0.01452,0.06156,0
0.000000,-0.10003,-0.00160,0.12365,0
0.100000,-0.08582,0.01151,0.12385,0
0.200000,-0.08556,-0.00141,0.12372,0
0.300000,-0.08588,-0.00134,0.09268,0
0.400000,-0.09978,-0.01452,0.12351,0
0.500000,-0.10003,-0.00160,0.12365,0
0.600000,-0.08613,0.01158,0.09281,0
0.700000,-0.08556,-0.00141,0.12372,0
0.800000,-0.08556,-0.00141,0.12372,0
0.900000,-0.10029,0.01132,0.12378,0
1.000000,-0.10003,-0.00160,0.12365,0
1.100000,-0.10060,0.01139,0.09273,0
1.200000,-0.10035,-0.00153,0.09260,0
1.300000,-0.10003,-0.00160,0.12365,0
1.400000,-0.08607,0.02443,0.12399,0
1.500000,-0.08607,0.02443,0.12399,0
1.600000,-0.10003,-0.00160,0.12365,0
1.700000,-0.08556,-0.00141,0.12372,0
1.800000,-0.10029,0.01132,0.12378,0
1.900000,-0.10029,0.01132,0.12378,0
2.000000,-0.07160,0.02461,0.12406,0
2.100000,-0.08550,0.01143,0.15490,0
2.200000,-0.08582,0.01151,0.12385,0
2.300000,-0.08582,0.01151,0.12385,0
2.400000,-0.10029,0.01132,0.12378,0
2.500000,-0.10054,0.02424,0.12391,0
2.600000,-0.07103,0.01162,0.15497,0
2.700000,-0.10003,-0.00160,0.12365,0
2.800000,-0.08613,0.01158,0.09281,0
2.900000,-0.08613,0.01158,0.09281,0
3.000000,-0.08613,0.01158,0.09281,0
3.100000,-0.10029,0.01132,0.12378,0
3.200000,-0.10054,0.02424,0.12391,0
3.300000,-0.08638,0.02450,0.09294,0
3.400000,-0.08582,0.01151,0.12385,0
3.500000,-0.08638,0.02450,0.09294,0
3.600000,-0.07160,0.02461,0.12406,0
3.700000,-0.10029,0.01132,0.12378,0
3.800000,-0.08638,0.02450,0.09294,0
3.900000,-0.08613,0.01158,0.09281,0
4.000000,-0.08638,0.02450,0.09294,0
4.100000,-0.08556,-0.00141,0.12372,0
4.200000,-0.10060,0.01139,0.09273,0
4.300000,-0.08588,-0.00134,0.09268,0
4.400000,-0.08582,0.01151,0.12385,0
4.500000,-0.08613,0.01158,0.09281,0
4.600000,-0.08613,0.01158,0.09281,0
