Test No.,
Title,
Tester,
Channel No.,1,2,3,4
Channel Name,Fx-1,Fy-1,Fz-1,Mark
Unit,N,N,N,
Number of data,249,249,249,249
maximum value,-0.10004,0.07544,0.24854,0
minimum value,-0.14376,0.02364,0.15514,0
0.000000,-0.12929,0.06240,0.21729,0
0.100000,-0.11457,0.04967,0.21723,0
0.200000,-0.12935,0.04956,0.18611,0
0.300000,-0.12904,0.04948,0.21716,0
0.400000,-0.12904,0.04948,0.21716,0
0.500000,-0.11451,0.06252,0.24841,0
0.600000,-0.12847,0.03649,0.24807,0
0.700000,-0.12904,0.04948,0.21716,0
0.800000,-0.12904,0.04948,0.21716,0
0.900000,-0.14376,0.06222,0.21721,0
1.000000,-0.12904,0.04948,0.21716,0
1.100000,-0.11457,0.04967,0.21723,0
1.200000,-0.12904,0.04948,0.21716,0
1.300000,-0.12929,0.06240,0.21729,0
1.400000,-0.12873,0.04941,0.24820,0
1.500000,-0.11457,0.04967,0.21723,0
1.600000,-0.10035,0.06278,0.21744,0
1.700000,-0.12847,0.03649,0.24807,0
1.800000,-0.11457,0.04967,0.21723,0
1.900000,-0.11451,0.06252,0.24841,0
2.000000,-0.11457,0.04967,0.21723,0
2.100000,-0.11426,0.04960,0.24828,0
2.200000,-0.11482,0.06259,0.21736,0
2.300000,-0.11426,0.04960,0.24828,0
2.400000,-0.11482,0.06259,0.21736,0
2.500000,-0.12898,0.06233,0.24833,0
2.600000,-0.11426,0.04960,0.24828,0
2.700000,-0.11482,0.06259,0.21736,0
2.800000,-0.12904,0.04948,0.21716,0
2.900000,-0.11457,0.04967,0.21723,0
3.000000,-0.14351,0.04930,0.21708,0
3.100000,-0.12929,0.06240,0.21729,0
3.200000,-0.11426,0.04960,0.24828,0
3.300000,-0.11457,0.04967,0.21723,0
3.400000,-0.11426,0.04960,0.24828,0
3.500000,-0.14376,0.06222,0.21721,0
3.600000,-0.12904,0.04948,0.21716,0
3.700000,-0.12929,0.06240,0.21729,0
3.800000,-0.11457,0.04967,0.21723,0
3.900000,-0.12904,0.04948,0.21716,0
4.000000,-0.12929,0.06240,0.21729,0
4.100000,-0.12873,0.04941,0.24820,0
4.200000,-0.11457,0.04967,0.21723,0
4.300000,-0.11451,0.06252,0.24841,0
4.400000,-0.11451,0.06252,0.24841,0
4.500000,-0.10035,0.06278,0.21744,0
4.600000,-0.11457,0.04967,0.21723,0
4.700000,-0.12904,0.04948,0.21716,0
