Test No.,
Title,
Tester,
Channel No.,1,2,3,4
Channel Name,Fx-1,Fy-1,Fz-1,Mark
Unit,N,N,N,
Number of data,238,238,238,238
maximum value,-0.08487,0.04974,0.24809,0
minimum value,-0.14332,-0.00201,0.15469,0
0.000000,-0.11438,0.02390,0.18592,0
0.100000,-0.11381,0.01091,0.21683,0
0.200000,-0.09966,0.01117,0.18587,0
0.300000,-0.09991,0.02409,0.18600,0
0.400000,-0.09960,0.02402,0.21704,0
0.500000,-0.09991,0.02409,0.18600,0
0.600000,-0.12860,0.01080,0.18572,0
0.700000,-0.09966,0.01117,0.18587,0
0.800000,-0.09966,0.01117,0.18587,0
0.900000,-0.09991,0.02409,0.18600,0
1.000000,-0.11438,0.02390,0.18592,0
1.100000,-0.09966,0.01117,0.18587,0
1.200000,-0.09991,0.02409,0.18600,0
1.300000,-0.09991,0.02409,0.18600,0
1.400000,-0.11413,0.01099,0.18579,0
1.500000,-0.09960,0.02402,0.21704,0
1.600000,-0.11413,0.01099,0.18579,0
1.700000,-0.09966,0.01117,0.18587,0
1.800000,-0.09966,0.01117,0.18587,0
1.900000,-0.09934,0.01110,0.21691,0
2.000000,-0.11438,0.02390,0.18592,0
2.100000,-0.11413,0.01099,0.18579,0
2.200000,-0.09960,0.02402,0.21704,0
2.300000,-0.09991,0.02409,0.18600,0
2.400000,-0.09960,0.02402,0.21704,0
2.500000,-0.09934,0.01110,0.21691,0
2.600000,-0.09934,0.01110,0.21691,0
2.700000,-0.09934,0.01110,0.21691,0
2.800000,-0.09966,0.01117,0.18587,0
2.900000,-0.09934,0.01110,0.21691,0
3.000000,-0.09934,0.01110,0.21691,0
3.100000,-0.09909,-0.00182,0.21678,0
3.200000,-0.09991,0.02409,0.18600,0
3.300000,-0.09934,0.01110,0.21691,0
3.400000,-0.09909,-0.00182,0.21678,0
3.500000,-0.08487,0.01128,0.21699,0
3.600000,-0.09909,-0.00182,0.21678,0
3.700000,-0.09934,0.01110,0.21691,0
3.800000,-0.11413,0.01099,0.18579,0
3.900000,-0.09972,-0.00167,0.15469,0
4.000000,-0.09909,-0.00182,0.21678,0
4.100000,-0.09934,0.01110,0.21691,0
4.200000,-0.11381,0.01091,0.21683,0
4.300000,-0.08513,0.02420,0.21712,0
4.400000,-0.11413,0.01099,0.18579,0
4.500000,-0.11407,0.02383,0.21697,0
4.600000,-0.11381,0.01091,0.21683,0
4.700000,-0.12860,0.01080,0.18572,0
